og,level,nm,description,COG_categories,OG_ID
323Y0,2,67,,S,323Y0@2
3243I,2,48,,S,3243I@2
3246W,2,68,,S,3246W@2
324B7,2,135,Protein of unknown function (DUF1439),S,324B7@2
324E2,2,71,,S,324E2@2
324KK,2,46,,S,324KK@2
324KR,2,34,,S,324KR@2
324PR,2,70,,S,324PR@2
324R0,2,26,,S,324R0@2
324VM,2,98,"Psort location Cytoplasmic, score 8.96",S,324VM@2
324Y8,2,85,,S,324Y8@2
324Z0,2,48,,S,324Z0@2
324ZB,2,92,"oxidoreductase activity, acting on the CH-NH2 group of donors",S,324ZB@2
3257C,2,40,,S,3257C@2
325AS,2,50,CarboxypepD_reg-like domain,S,325AS@2
32662,2,70,Domain of unknown function (DUF4124),S,32662@2
3268I,2,103,Malonate decarboxylase holo- acyl-carrier-protein synthase,S,3268I@2
326EE,2,25,,S,326EE@2
326F1,2,32,,S,326F1@2
326J3,2,34,Domain of unknown function (DUF4183),S,326J3@2
3273Z,2,38,,S,3273Z@2
3274K,2,45,Bacteriophage abortive infection AbiH,S,3274K@2
32758,2,81,Phage replisome organizer,S,32758@2
3279X,2,59,protein transport,O,3279X@2
327BS,2,33,,S,327BS@2
327DN,2,49,Domain of unknown function (DUF4395),S,327DN@2
327FJ,2,68,,S,327FJ@2
327FW,2,173,molybdenum ion binding,S,327FW@2
327PI,2,27,,S,327PI@2
327W0,2,69,,S,327W0@2
3282S,2,47,,S,3282S@2
3283Q,2,31,T4-like virus tail tube protein gp19,S,3283Q@2
3287S,2,143,Domain of unknown function (DUF4334),S,3287S@2
328GS,2,44,Replication-relaxation,S,328GS@2
328JT,2,80,,S,328JT@2
328MZ,2,178,Gas vesicle protein,S,328MZ@2
328W3,2,39,,S,328W3@2
32926,2,23,Cytochrome c554 and c-prime,C,32926@2
32929,2,12,,S,32929@2
3293E,2,165,,S,3293E@2
329F9,2,63,,S,329F9@2
329TX,2,242,,S,329TX@2
329XM,2,59,Protein of unknown function (DUF3151),S,329XM@2
32A20,2,55,Domain of unknown function (DUF3786),S,32A20@2
32A39,2,38,,S,32A39@2
32ACJ,2,69,,S,32ACJ@2
32ACV,2,52,Protein of unknown function (DUF3307),S,32ACV@2
32AJ6,2,59,,S,32AJ6@2
32AQR,2,30,Uncharacterised nucleotidyltransferase,S,32AQR@2
32B05,2,51,Peptidase M50B-like,S,32B05@2
32B39,2,36,,S,32B39@2
32B6M,2,56,PFAM NERD domain protein,S,32B6M@2
32B92,2,230,Mycothiol maleylpyruvate isomerase N-terminal domain,S,32B92@2
32BAX,2,74,,S,32BAX@2
32BQI,2,137,,S,32BQI@2
32BT9,2,14,,S,32BT9@2
32C11,2,59,Domain of unknown function (DUF4391),S,32C11@2
32C1N,2,28,,S,32C1N@2
32C7D,2,62,,S,32C7D@2
32CBK,2,60,,S,32CBK@2
32CG6,2,74,,S,32CG6@2
32CGR,2,43,,S,32CGR@2
32CJG,2,37,,S,32CJG@2
32CKR,2,245,,S,32CKR@2
32CS2,2,14,CHRD domain,S,32CS2@2
32CV6,2,101,YlqD protein,S,32CV6@2
32CXY,2,87,phospholipase C,S,32CXY@2
32D7K,2,40,,S,32D7K@2
32DEE,2,163,Protein of unknown function (DUF1510),S,32DEE@2
32DHI,2,124,Protein of unknown function (DUF3108),S,32DHI@2
32DKN,2,329,,S,32DKN@2
32DM3,2,49,,S,32DM3@2
32DQ3,2,40,,S,32DQ3@2
32DV0,2,107,,S,32DV0@2
32E8M,2,51,,S,32E8M@2
32EC2,2,120,Protein of unknown function (DUF2380),S,32EC2@2
32EHZ,2,46,,S,32EHZ@2
32EM1,2,37,,S,32EM1@2
32EPT,2,44,,S,32EPT@2
32EQ4,2,379,,S,32EQ4@2
32ET6,2,11,,S,32ET6@2
32EYX,2,66,,S,32EYX@2
32F55,2,130,,S,32F55@2
32FF5,2,139,Tripartite tricarboxylate transporter TctB family,S,32FF5@2
32FFG,2,100,,S,32FFG@2
32FH3,2,41,,S,32FH3@2
32FHQ,2,18,,S,32FHQ@2
32FSI,2,242,tRNA adenosine,S,32FSI@2
32G6F,2,24,,S,32G6F@2
32G8D,2,34,,S,32G8D@2
32GFV,2,25,Domain of unknown function (DUF4345),S,32GFV@2
32GJ1,2,28,,S,32GJ1@2
32GV0,2,96,,S,32GV0@2
32GW0,2,46,LPP20 lipoprotein,S,32GW0@2
32H0P,2,51,minor structural,S,32H0P@2
32H3R,2,100,,S,32H3R@2
32H4D,2,143,Protein of unknown function (DUF3151),S,32H4D@2
32H51,2,77,,S,32H51@2
32H5C,2,83,,S,32H5C@2
32H5Z,2,43,,S,32H5Z@2
32H62,2,50,,S,32H62@2
32H7J,2,63,,S,32H7J@2
32H92,2,23,Domain of unknown function (DUF1854),S,32H92@2
32HA0,2,25,Pathogenicity locus,S,32HA0@2
32HB8,2,100,,S,32HB8@2
32HF7,2,58,"Nucleotidyl transferase AbiEii toxin, Type IV TA system",S,32HF7@2
32HG4,2,77,Domain of unknown function (DUF4337),S,32HG4@2
32HPK,2,76,,S,32HPK@2
32HQG,2,35,,S,32HQG@2
32I2J,2,25,"Phage tail assembly chaperone protein, TAC",S,32I2J@2
32IA4,2,284,,S,32IA4@2
32ICA,2,28,,S,32ICA@2
32IG2,2,50,,S,32IG2@2
32IM4,2,77,,S,32IM4@2
32ISF,2,43,,S,32ISF@2
32J0V,2,78,Domain of unknown function (DUF4395),S,32J0V@2
32JAR,2,41,,S,32JAR@2
32JRZ,2,30,Phasin protein,S,32JRZ@2
32K1E,2,72,,S,32K1E@2
32K4G,2,140,,S,32K4G@2
32KDP,2,41,Protein of unknown function (DUF2975),S,32KDP@2
32KPS,2,33,"Psort location Cytoplasmic, score",S,32KPS@2
32KYR,2,58,,S,32KYR@2
32MBE,2,68,Protein of unknown function with HXXEE motif,S,32MBE@2
32MFF,2,33,Evidence 4 Homologs of previously reported genes of,S,32MFF@2
32MSX,2,61,,S,32MSX@2
32MZ8,2,179,bacterial-type flagellum-dependent swarming motility,S,32MZ8@2
32N2F,2,91,Protein of unknown function DUF2620,S,32N2F@2
32N33,2,30,,S,32N33@2
32N5Y,2,46,,S,32N5Y@2
32NV5,2,60,Conserved hypothetical protein (Lin0512_fam),S,32NV5@2
32NYW,2,37,,S,32NYW@2
32P1D,2,156,,S,32P1D@2
32P2Z,2,35,Domain of unknown function (DUF4295),S,32P2Z@2
32P5R,2,42,,S,32P5R@2
32P93,2,38,,S,32P93@2
32PGC,2,197,Protein of unknown function (DUF1811),S,32PGC@2
32PII,2,122,Domain of unknown function (DUF4827),S,32PII@2
32PQ0,2,155,,S,32PQ0@2
32Q2W,2,50,,S,32Q2W@2
32QKE,2,10,,S,32QKE@2
32QRM,2,32,Domain of unknown function (DUF4830),S,32QRM@2
32QT1,2,67,,S,32QT1@2
32QT3,2,41,,S,32QT3@2
32QT8,2,42,"Psort location Cytoplasmic, score",S,32QT8@2
32QTK,2,92,Protein of unknown function (DUF2521),S,32QTK@2
32QTV,2,54,,S,32QTV@2
32QUI,2,56,,S,32QUI@2
32QUS,2,88,Electron transfer DM13,S,32QUS@2
32QVP,2,59,"Type-IV b secretion system, inner-membrane complex component",S,32QVP@2
32QWF,2,38,Tripartite tricarboxylate transporter TctB family,S,32QWF@2
32QWV,2,75,,S,32QWV@2
32QW3,2,263,F420H(2)-dependent quinone reductase,S,32QW3@2
32QXB,2,34,,S,32QXB@2
32QXU,2,44,,S,32QXU@2
32QXM,2,146,,S,32QXM@2
32QYG,2,58,,S,32QYG@2
32QYN,2,29,,S,32QYN@2
32QYR,2,50,MAPEG family,S,32QYR@2
32QZ3,2,69,,S,32QZ3@2
32QZ7,2,26,"Psort location Cytoplasmic, score",S,32QZ7@2
32QZG,2,50,,S,32QZG@2
32QZN,2,59,DinB superfamily,S,32QZN@2
32QZV,2,89,,S,32QZV@2
32R1C,2,65,,S,32R1C@2
32R1E,2,119,"Psort location Cytoplasmic, score 8.96",S,32R1E@2
32R1N,2,103,,S,32R1N@2
32R1X,2,140,Protein of unknown function (DUF4243),S,32R1X@2
32R21,2,54,,S,32R21@2
32R27,2,72,,S,32R27@2
32R2T,2,74,,S,32R2T@2
32R4U,2,34,Domain of unknown function (DUF4129),S,32R4U@2
32R7D,2,121,,S,32R7D@2
32R7W,2,60,Protein of unknown function (DUF2868),S,32R7W@2
32R80,2,72,Putative MetA-pathway of phenol degradation,S,32R80@2
32R84,2,63,,S,32R84@2
32R8A,2,36,Phage tail tube protein,S,32R8A@2
32R8Z,2,74,,S,32R8Z@2
32R98,2,57,,S,32R98@2
32R9A,2,49,,S,32R9A@2
32R9I,2,140,Uncharacterized protein conserved in bacteria (DUF2242),S,32R9I@2
32R9M,2,113,Domain of unknown function (DUF4292),S,32R9M@2
32R9T,2,24,,S,32R9T@2
32RA4,2,109,"Psort location Cytoplasmic, score 8.87",S,32RA4@2
32RA8,2,31,Transglutaminase-like superfamily,S,32RA8@2
32RAH,2,173,Spore cortex biosynthesis protein YabQ,S,32RAH@2
32RB5,2,241,MDMPI C-terminal domain,S,32RB5@2
32RCT,2,92,Protein of unknown function (DUF1641),S,32RCT@2
32RE6,2,82,,S,32RE6@2
32REB,2,88,,S,32REB@2
32REF,2,103,Suppressor of fused protein (SUFU),S,32REF@2
32RFA,2,622,Sporulation and cell division protein SsgA,S,32RFA@2
32RFC,2,47,,S,32RFC@2
32RGE,2,32,,S,32RGE@2
32RH8,2,92,,S,32RH8@2
32RHA,2,32,,S,32RHA@2
32RI1,2,34,,S,32RI1@2
32RIB,2,35,"Putative  PD-(D/E)XK family member, (DUF4420)",S,32RIB@2
32RJ7,2,98,PFAM MTH538 TIR-like domain,S,32RJ7@2
32RJD,2,61,,S,32RJD@2
32RJI,2,98,InterPro IPR014964,S,32RJI@2
32RJQ,2,100,,S,32RJQ@2
32RJR,2,92,Protein of unknown function (DUF2973),S,32RJR@2
32RJS,2,542,ETC complex I subunit,S,32RJS@2
32RJU,2,91,,S,32RJU@2
32RK3,2,171,,S,32RK3@2
32RK9,2,142,Protein of unknown function (DUF4242),S,32RK9@2
32RKG,2,41,SpoIIAA-like,S,32RKG@2
32RKH,2,162,,S,32RKH@2
32RKM,2,90,Yip1 domain,S,32RKM@2
32RKN,2,89,Protein of unknown function (DUF2937),S,32RKN@2
32RKK,2,842,pathogenesis,S,32RKK@2
32RKP,2,39,Gas vesicle,S,32RKP@2
32RKY,2,286,Domain of unknown function (DUF3597),S,32RKY@2
32RKZ,2,133,Bacterial domain of unknown function (DUF1798),S,32RKZ@2
32RM0,2,86,23S rRNA-intervening sequence protein,S,32RM0@2
32RM3,2,56,FhuF 2Fe-2S C-terminal domain,S,32RM3@2
32RM9,2,134,,S,32RM9@2
32RMA,2,58,Gluconate 2-dehydrogenase subunit 3,S,32RMA@2
32RMD,2,378,membrane,S,32RMD@2
32RMG,2,336,Arsenical resistance operon trans-acting repressor arsD,S,32RMG@2
32RMQ,2,209,,S,32RMQ@2
32RMS,2,145,Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits,K,32RMS@2
32RMU,2,60,,S,32RMU@2
32RMV,2,110,Sporulation,S,32RMV@2
32RMX,2,67,,S,32RMX@2
32RN1,2,422,"Psort location Cytoplasmic, score 8.96",S,32RN1@2
32RN3,2,89,,S,32RN3@2
32RN6,2,93,Protein of unknown function (DUF760),S,32RN6@2
32RNE,2,92,,S,32RNE@2
32RNQ,2,236,Domain of unknown function (DUF4193),S,32RNQ@2
32RP0,2,415,type III effector,S,32RP0@2
32RP1,2,171,Domain of unknown function (DUF4286),S,32RP1@2
32RP2,2,120,"Psort location CytoplasmicMembrane, score",S,32RP2@2
32RP4,2,33,,S,32RP4@2
32RP7,2,81,Domain of unknown function (DUF1911),S,32RP7@2
32RP9,2,319,"Psort location CytoplasmicMembrane, score",S,32RP9@2
32RPD,2,102,Erf family,S,32RPD@2
32RPJ,2,69,,S,32RPJ@2
32RPW,2,156,,S,32RPW@2
32RPZ,2,111,Domain of unknown function (DUF4811),S,32RPZ@2
32RQ2,2,47,,S,32RQ2@2
32RQ4,2,81,Conjugative transposon protein TraE,S,32RQ4@2
32RQ6,2,81,,S,32RQ6@2
32RQE,2,135,InterPro IPR019634,S,32RQE@2
32RQF,2,32,Transglutaminase-like superfamily,S,32RQF@2
32RQH,2,66,,S,32RQH@2
32RQK,2,108,Domain of unknown function (DUF4416),S,32RQK@2
32RQT,2,147,,S,32RQT@2
32RQZ,2,44,Domain of unknown function (DUF4387),S,32RQZ@2
32RR5,2,84,,S,32RR5@2
32RR6,2,118,"This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation",C,32RR6@2
32RR4,2,596,Protein of unknown function (DUF3499),S,32RR4@2
32RR7,2,387,Lipopolysaccharide-assembly,S,32RR7@2
32RRB,2,422,Protein of unknown function (DUF3039),S,32RRB@2
32RRC,2,128,,S,32RRC@2
32RRE,2,121,Protein of unknown function (DUF3040),S,32RRE@2
32RRF,2,90,Protein of unknown function (DUF2849),S,32RRF@2
32RRR,2,157,Protein of unknown function (DUF3175),S,32RRR@2
32RRS,2,122,Malonate transporter MadL subunit,S,32RRS@2
32RRW,2,91,Protein of unknown function (DUF565),S,32RRW@2
32RS2,2,94,Tryptophan-rich protein (DUF2389),S,32RS2@2
32RS7,2,412,,S,32RS7@2
32RSE,2,68,,S,32RSE@2
32RSI,2,101,Lipoprotein,S,32RSI@2
32RSG,2,741,Transcription factor WhiB,K,32RSG@2
32RT1,2,254,,S,32RT1@2
32RT7,2,109,,S,32RT7@2
32RT9,2,79,,S,32RT9@2
32RTB,2,139,protein transport across the cell outer membrane,S,32RTB@2
32RTF,2,203,P2 phage tail completion R family protein,S,32RTF@2
32RTJ,2,81,,S,32RTJ@2
32RTR,2,148,TIGRFAM F0F1-ATPase subunit,S,32RTR@2
32RTW,2,103,InterPro IPR019728,S,32RTW@2
32RTX,2,67,,S,32RTX@2
32RU7,2,103,,S,32RU7@2
32RUB,2,58,,S,32RUB@2
32RUD,2,226,Protein of unknown function (DUF2871),S,32RUD@2
32RUG,2,344,glutathione peroxidase,S,32RUG@2
32RUI,2,60,,S,32RUI@2
32RUK,2,771,Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA,K,32RUK@2
32RUQ,2,25,,S,32RUQ@2
32RUT,2,63,Domain of unknown function (DUF4358),S,32RUT@2
32RUZ,2,54,,S,32RUZ@2
32RV2,2,54,,S,32RV2@2
32RVA,2,102,phage tail protein,S,32RVA@2
32RVD,2,82,branched-chain amino acid transport protein,S,32RVD@2
32RVG,2,431,Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA,K,32RVG@2
32RVN,2,110,,S,32RVN@2
32RVU,2,126,"crispr-associated protein, csy4",S,32RVU@2
32RVW,2,111,,S,32RVW@2
32RVX,2,79,,S,32RVX@2
32RW3,2,456,Protein of unknown function (DUF2794),S,32RW3@2
32RW6,2,81,decarboxylase gamma,P,32RW6@2
32RWA,2,58,,S,32RWA@2
32RWC,2,448,23S rRNA-intervening sequence protein,S,32RWC@2
32RWF,2,44,,S,32RWF@2
32RWI,2,67,defense response to virus,S,32RWI@2
32RWN,2,56,Host cell surface-exposed lipoprotein,S,32RWN@2
32RWS,2,300,Domain of unknown function (DUF4399),S,32RWS@2
32RWY,2,69,,S,32RWY@2
32RX2,2,40,,S,32RX2@2
32RX4,2,108,Protein of unknown function (DUF3143),S,32RX4@2
32RX8,2,85,,S,32RX8@2
32RXB,2,160,Protein of unknown function (DUF2023),S,32RXB@2
32RXG,2,79,Domain of unknown function (DUF5348),S,32RXG@2
32RXK,2,277,Maff2 family,S,32RXK@2
32RXN,2,127,sporulation protein,S,32RXN@2
32RXQ,2,162,Protein of unknown function (DUF2946),S,32RXQ@2
32RXT,2,57,,S,32RXT@2
32RXU,2,78,RsbT co-antagonist protein rsbRD N-terminal domain,S,32RXU@2
32RXX,2,11,,S,32RXX@2
32RXY,2,76,,S,32RXY@2
32RXZ,2,148,acyl-CoA synthetase,S,32RXZ@2
32RY3,2,80,Colicin V production protein,S,32RY3@2
32RY6,2,86,PFAM EamA-like transporter family,S,32RY6@2
32RY9,2,54,,S,32RY9@2
32RYD,2,92,,S,32RYD@2
32RYI,2,72,,S,32RYI@2
32RYJ,2,221,Domain of unknown function (DUF4186),S,32RYJ@2
32RYR,2,527,Domain of unknown function (DUF4112),S,32RYR@2
32RYS,2,209,Putative membrane protein,S,32RYS@2
32RYT,2,165,Virulence factor,S,32RYT@2
32RYY,2,52,,S,32RYY@2
32RZ1,2,73,,S,32RZ1@2
32RZA,2,30,,S,32RZA@2
32RZM,2,116,pilin assembly protein,S,32RZM@2
32RZW,2,75,,S,32RZW@2
32RZZ,2,28,,S,32RZZ@2
32S06,2,38,,S,32S06@2
32S0B,2,75,,S,32S0B@2
32S0D,2,122,Glycine-zipper domain,S,32S0D@2
32S0H,2,98,,S,32S0H@2
32S0I,2,119,,S,32S0I@2
32S0M,2,102,,S,32S0M@2
32S0N,2,69,"D-ornithine 4,5-aminomutase alpha-subunit",S,32S0N@2
32S0P,2,123,Protein of unknown function (DUF2982),S,32S0P@2
32S0Q,2,343,Stage III sporulation protein AB (spore_III_AB),S,32S0Q@2
32S0S,2,32,Type II secretion system protein B,S,32S0S@2
32S11,2,111,,S,32S11@2
32S15,2,58,zinc-finger-containing domain,S,32S15@2
32S19,2,15,Four helix bundle sensory module for signal transduction,S,32S19@2
32S1E,2,55,,S,32S1E@2
32S1K,2,78,,S,32S1K@2
32S1P,2,96,Protein of unknown function (DUF4230),S,32S1P@2
32S1S,2,61,,S,32S1S@2
32S1T,2,55,,S,32S1T@2
32S1V,2,44,,S,32S1V@2
32S24,2,116,Protein of unknown function (DUF3618),S,32S24@2
32S23,2,702,Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA,K,32S23@2
32S25,2,63,,S,32S25@2
32S2G,2,242,,S,32S2G@2
32S2K,2,72,Spore coat protein,S,32S2K@2
32S2R,2,122,"disruption of this gene in Escherichia coli led to effects on biofilm formation, alteration in expression of a number of genes and mutations in bssS led to defects in indole transport and autoinducer-2 uptake and processing",S,32S2R@2
32S2T,2,134,DNA polymerase III,L,32S2T@2
32S2X,2,124,,S,32S2X@2
32S2Y,2,120,,S,32S2Y@2
32S32,2,91,Ribonucleotide reductase subunit alpha,S,32S32@2
32S35,2,93,Domain of unknown function (DUF4327),S,32S35@2
32S3C,2,160,Stress responsive A/B Barrel Domain,S,32S3C@2
32S3D,2,50,,S,32S3D@2
32S3M,2,11,,S,32S3M@2
32S3K,2,940,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation",C,32S3K@2
32S3R,2,46,,S,32S3R@2
32S3V,2,42,,S,32S3V@2
32S3Y,2,98,,S,32S3Y@2
32S3Z,2,220,DNA-binding protein,S,32S3Z@2
32S40,2,51,,S,32S40@2
32S41,2,91,,S,32S41@2
32S45,2,88,Domain of unknown function (DUF4359),S,32S45@2
32S46,2,507,Fe-S-cluster oxidoreductase,S,32S46@2
32S47,2,318,,S,32S47@2
32S49,2,29,,S,32S49@2
32S4A,2,74,,S,32S4A@2
32S4C,2,32,,S,32S4C@2
32S4D,2,86,Protein of unknown function (DUF2442),S,32S4D@2
32S4F,2,20,Domain of unknown function (DUF4389),S,32S4F@2
32S4Q,2,145,"Psort location Cytoplasmic, score",S,32S4Q@2
32S4S,2,107,Protein of unknown function (DUF3181),S,32S4S@2
32S4Y,2,64,,S,32S4Y@2
32S52,2,68,COG3070 Regulator of competence-specific genes,S,32S52@2
32S56,2,99,Domain of unknown function (DUF4174),S,32S56@2
32S59,2,47,,S,32S59@2
32S5B,2,146,,S,32S5B@2
32S5H,2,32,Hint domain,S,32S5H@2
32S5I,2,53,,S,32S5I@2
32S5K,2,46,,S,32S5K@2
32S5N,2,77,,S,32S5N@2
32S5R,2,390,Domain of unknown function (DU1801),S,32S5R@2
32S5S,2,126,,S,32S5S@2
32S5T,2,27,,S,32S5T@2
32S61,2,121,,S,32S61@2
32S63,2,115,photosynthesis,S,32S63@2
32S64,2,96,HNH endonuclease,S,32S64@2
32S67,2,27,,S,32S67@2
32S6E,2,264,Protein of unknown function (DUF3572),S,32S6E@2
32S6I,2,141,,S,32S6I@2
32S6N,2,78,Mitomycin resistance protein,S,32S6N@2
32S6P,2,94,membrane,S,32S6P@2
32S6W,2,158,,S,32S6W@2
32S70,2,107,SpoIIAA-like,S,32S70@2
32S76,2,187,,S,32S76@2
32S7C,2,67,,S,32S7C@2
32S7D,2,117,,S,32S7D@2
32S7F,2,117,,S,32S7F@2
32S7G,2,182,Excisionase,S,32S7G@2
32S7J,2,127,PFAM monooxygenase component MmoB DmpM,Q,32S7J@2
32S7M,2,88,,S,32S7M@2
32S7P,2,291,,S,32S7P@2
32S7S,2,170,,S,32S7S@2
32S82,2,84,,S,32S82@2
32S84,2,64,,S,32S84@2
32S86,2,30,,S,32S86@2
32S87,2,95,,S,32S87@2
32S89,2,185,Protein of unknown function (DUF3302),S,32S89@2
32S8D,2,175,,S,32S8D@2
32S8F,2,85,,S,32S8F@2
32S8H,2,328,,S,32S8H@2
32S8N,2,69,,S,32S8N@2
32S8W,2,138,Hypothetical chloroplast protein Ycf34,S,32S8W@2
32S8Y,2,50,,S,32S8Y@2
32S96,2,118,Protein of unknown function (DUF3593),S,32S96@2
32S97,2,201,Ethyl tert-butyl ether degradation EthD,S,32S97@2
32S9B,2,220,Thermostable hemolysin,S,32S9B@2
32S9C,2,78,Protein of unknown function (DUF3068),S,32S9C@2
32S9D,2,89,,S,32S9D@2
32S9F,2,74,,S,32S9F@2
32S9I,2,118,Protein of unknown function (DUF3007),S,32S9I@2
32S9W,2,77,Protein of unknown function (DUF3189),S,32S9W@2
32S9X,2,166,,S,32S9X@2
32S9Z,2,110,Selenoprotein B glycine betaine sarcosine D-proline reductase,S,32S9Z@2
32SAG,2,41,,S,32SAG@2
32SAE,2,47,FcoT-like thioesterase domain,S,32SAE@2
32SAQ,2,80,,S,32SAQ@2
32SAI,2,181,oxidoreductase activity,S,32SAI@2
32SAW,2,21,Outer membrane protein beta-barrel domain,S,32SAW@2
32SAV,2,208,YfcL protein,S,32SAV@2
32SB0,2,134,"Psort location Cytoplasmic, score",S,32SB0@2
32SB3,2,49,Family of unknown function (DUF5412),S,32SB3@2
32SB4,2,82,non supervised orthologous group,S,32SB4@2
32SBF,2,27,PFAM Photosynthetic reaction centre cytochrome C subunit,S,32SBF@2
32SBG,2,220,,S,32SBG@2
32SBH,2,164,Ion channel,S,32SBH@2
32SBA,2,179,Protein of unknown function (DUF2498),S,32SBA@2
32SB1,2,589,Ferredoxin,C,32SB1@2
32SBP,2,115,,S,32SBP@2
32SBU,2,214,Tryptophan transporter,S,32SBU@2
32SBW,2,90,response to toxic substance,S,32SBW@2
32SBZ,2,141,,S,32SBZ@2
32SC5,2,68,,S,32SC5@2
32SC7,2,99,,S,32SC7@2
32SCF,2,224,MEKHLA domain,S,32SCF@2
32SCP,2,70,Domain of unknown function (DUF3870),S,32SCP@2
32SCR,2,105,,S,32SCR@2
32SCT,2,86,,S,32SCT@2
32SCW,2,189,Protein of unknown function (DUF2865),S,32SCW@2
32SD0,2,66,,S,32SD0@2
32SD2,2,62,"Mycobacterial 4 TMS phage holin, superfamily IV",S,32SD2@2
32SDB,2,40,,S,32SDB@2
32SDI,2,161,,S,32SDI@2
32SDR,2,34,,S,32SDR@2
32SDT,2,79,,S,32SDT@2
32SDV,2,184,Phage head completion protein (GPL),S,32SDV@2
32SEB,2,66,,S,32SEB@2
32SEJ,2,70,DoxX-like family,S,32SEJ@2
32SEK,2,126,COG NOG21970 non supervised orthologous group,S,32SEK@2
32SEM,2,90,,C,32SEM@2
32SEN,2,55,Domain of unknown function (DUF4826),S,32SEN@2
32SF0,2,40,,S,32SF0@2
32SF7,2,70,,S,32SF7@2
32SFN,2,355,Protein of unknown function (DUF3151),S,32SFN@2
32SFP,2,124,Glycine zipper 2TM domain,M,32SFP@2
32SFR,2,79,,S,32SFR@2
32SFZ,2,44,,S,32SFZ@2
32SG3,2,191,"Phage tail tube protein, GTA-gp10",S,32SG3@2
32SGA,2,135,non-specific DNA-binding protein which affects the production of multiple proteins,S,32SGA@2
32SGC,2,78,,S,32SGC@2
32SGB,2,371,Protein of unknown function (DUF2948),S,32SGB@2
32SGE,2,353,Protein of unknown function (DUF3793),S,32SGE@2
32SGN,2,44,Protein of unknown function (DUF3567),S,32SGN@2
32SGT,2,67,,S,32SGT@2
32SH5,2,28,,S,32SH5@2
32SH9,2,246,Protein of Unknown function (DUF2784),S,32SH9@2
32SHA,2,83,,S,32SHA@2
32SHB,2,144,,S,32SHB@2
32SHH,2,48,,S,32SHH@2
32SHI,2,92,Protein of unknown function (DUF3493),S,32SHI@2
32SHJ,2,96,,S,32SHJ@2
32SHK,2,140,,S,32SHK@2
32SHQ,2,53,Domain of unknown function (DUF4281),S,32SHQ@2
32SHU,2,188,Domain of unknown function (DUF2760),S,32SHU@2
32SHV,2,304,"Putative Actinobacterial Holin-X, holin superfamily III",S,32SHV@2
32SHY,2,101,,S,32SHY@2
32SHZ,2,50,,S,32SHZ@2
32SI0,2,97,,S,32SI0@2
32SI2,2,455,"Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters",K,32SI2@2
32SI8,2,474,Protein of unknown function (DUF3037),S,32SI8@2
32SIN,2,123,,S,32SIN@2
32SJ2,2,67,,S,32SJ2@2
32SJ7,2,324,Evidence 4 Homologs of previously reported genes of,S,32SJ7@2
32SJA,2,15,,S,32SJA@2
32SJC,2,39,,S,32SJC@2
32SJD,2,273,"3' exoribonuclease, RNase T-like",L,32SJD@2
32SJJ,2,128,Protein of unknown function (DUF2786),S,32SJJ@2
32SJR,2,59,Protein of unknown function (DUF3298),S,32SJR@2
32SJW,2,422,Stage III sporulation protein AD,S,32SJW@2
32SK2,2,62,Putative outer membrane core complex of type IVb secretion,S,32SK2@2
32SKA,2,324,membrane,S,32SKA@2
32SKZ,2,46,Antitoxin ParD,S,32SKZ@2
32SM3,2,362,Protein of unknown function (DUF3515),S,32SM3@2
32SM6,2,48,Domain of unknown function (DUF4365),S,32SM6@2
32SMG,2,215,Family of unknown function (DUF5318),S,32SMG@2
32SMQ,2,97,,S,32SMQ@2
32SN0,2,35,,S,32SN0@2
32SN8,2,38,,S,32SN8@2
32SNF,2,45,,S,32SNF@2
32SNM,2,122,"Psort location Cytoplasmic, score",S,32SNM@2
32SNS,2,100,Polyketide cyclase / dehydrase and lipid transport,S,32SNS@2
32SNW,2,49,,S,32SNW@2
32SP4,2,49,,S,32SP4@2
32SPK,2,166,DoxX-like family,S,32SPK@2
32SQ9,2,246,Protein of unknown function (DUF3298),S,32SQ9@2
32SQA,2,397,positive regulation of growth,K,32SQA@2
32SQM,2,122,,S,32SQM@2
32SQY,2,39,,S,32SQY@2
32SR7,2,121,,S,32SR7@2
32SRB,2,127,Belongs to the UPF0482 family,S,32SRB@2
32SRI,2,42,,S,32SRI@2
32SRK,2,203,Protein of unknown function (DUF2487),S,32SRK@2
32SRT,2,50,"Psort location Cytoplasmic, score",S,32SRT@2
32SS9,2,86,,S,32SS9@2
